config,case_id,case_name,expected,actual,correct,provider,confidence,is_novel,is_healthy,pattern_hint
config_B,023,Healthy VM - Normal Load,diagnose,diagnose,True,Groq,0.7,False,True,none
config_B,024,Healthy VM - High Load But Stable,diagnose,diagnose,True,Groq,0.7,False,True,none
config_B,025,Healthy VM - Recently Started,diagnose,diagnose,True,Groq,0.7,False,True,none
config_B,026,Missing Telemetry - Low Completeness,abstain_request_next_check,abstain_request_next_check,True,Groq,0.3,False,False,none
config_B,027,Missing Telemetry - No Metrics,abstain_request_next_check,abstain_request_next_check,True,Groq,0.3,False,False,none
config_B,028,Missing Telemetry - No Agent Data,abstain_request_next_check,abstain_request_next_check,True,Groq,0.3,False,False,none
config_B,029,Missing Telemetry - Critical Signals Unknown,abstain_request_next_check,abstain_request_next_check,True,Groq,0.3,False,False,none
config_B,030,Missing Telemetry - Partial Boot Data,abstain_request_next_check,abstain_request_next_check,True,Groq,0.3,False,False,none
config_B,031,Conflicting Signals - Power vs Metrics,abstain_request_next_check,abstain_request_next_check,True,Groq,0.34,False,False,exact
config_B,032,Conflicting Signals - Health vs Metrics,diagnose_low_confidence,diagnose,False,Groq,0.66,False,False,exact
config_B,033,Conflicting Signals - NSG Mismatch,diagnose_low_confidence,diagnose,False,Groq,0.66,False,False,none
config_B,034,Conflicting Signals - Agent vs Heartbeat,diagnose_low_confidence,diagnose,False,Groq,0.81,False,False,exact
config_B,035,Conflicting Signals - App vs VM Health,diagnose_low_confidence,diagnose,False,Groq,0.66,False,False,exact
config_B,036,SSL Certificate Expiring Soon,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,037,Azure Backup Job Failed,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,038,VM Oversized - Rightsize Candidate,diagnose_low_confidence,diagnose,False,Groq,1.0,False,False,exact
config_B,039,High CPU Variation 1 (92.0%),diagnose,diagnose,True,Groq,0.7,False,False,none
config_B,040,High CPU Variation 2 (94.0%),diagnose,diagnose,True,Groq,0.7,False,False,none
config_B,041,High CPU Variation 3 (95.2%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,042,High CPU Variation 4 (96.0%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,043,High CPU Variation 5 (96.8%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,044,High CPU Variation 6 (97.5%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,045,High CPU Variation 7 (98.7%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,046,High CPU Variation 8 (99.0%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,047,Disk Full Variation 1 (91.0%),diagnose,diagnose,True,Groq,0.7,False,False,none
config_B,048,Disk Full Variation 2 (92.0%),diagnose,diagnose,True,rule_engine_fallback,0.7,False,False,none
config_B,049,Disk Full Variation 3 (93.0%),diagnose,diagnose_low_confidence,False,Ollama,0.7,False,False,none
config_B,050,Disk Full Variation 4 (94.0%),diagnose,diagnose_low_confidence,False,Ollama,0.7,False,False,none
config_B,051,Disk Full Variation 5 (95.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,052,Disk Full Variation 6 (96.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,053,Disk Full Variation 7 (97.0%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,054,Disk Full Variation 8 (97.5%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,055,Disk Full Variation 9 (98.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,056,Disk Full Variation 10 (99.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,057,Memory Exhaustion Variation 1 (93.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_B,058,Memory Exhaustion Variation 2 (94.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_B,059,Memory Exhaustion Variation 3 (95.0%),diagnose,diagnose_low_confidence,False,Ollama,0.7,False,False,none
config_B,060,Memory Exhaustion Variation 4 (96.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,061,Memory Exhaustion Variation 5 (96.5%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,062,Memory Exhaustion Variation 6 (97.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,063,Memory Exhaustion Variation 7 (97.5%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,064,Memory Exhaustion Variation 8 (98.0%),diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,065,Memory Exhaustion Variation 9 (99.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,066,NSG Blocks RDP Variation 1,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,067,NSG Blocks RDP Variation 2,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,068,NSG Blocks RDP Variation 3,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,069,NSG Blocks RDP Variation 4,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,070,NSG Blocks RDP Variation 5,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,071,NSG Blocks SSH Variation 1,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,072,NSG Blocks SSH Variation 2,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,073,NSG Blocks SSH Variation 3,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,074,NSG Blocks SSH Variation 4,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,075,NSG Blocks SSH Variation 5,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,076,SSL Expiry 0 Days Remaining,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,077,SSL Expiry 1 Days Remaining,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,078,SSL Expiry 3 Days Remaining,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,079,SSL Expiry 7 Days Remaining,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,080,SSL Expiry 14 Days Remaining,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_B,081,Backup Failure Variation 1,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,082,Backup Failure Variation 2,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,083,Backup Failure Variation 3,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,084,Backup Failure Variation 4,diagnose,diagnose,True,Ollama,0.98,False,False,exact
config_B,085,Backup Failure Variation 5,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,086,Multi-Signal: High CPU + Disk Full,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,087,Multi-Signal: Memory Exhaustion + Disk IO Saturation,diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_B,088,Multi-Signal: High CPU + Agent Degraded + App Unhealthy,diagnose,diagnose_low_confidence,False,Ollama,0.7,False,False,none
config_B,089,Multi-Signal: Disk Full + Backup Failed + Monitor Degraded,diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,090,Multi-Signal: Memory + CPU + SSL Expiring,diagnose,diagnose_low_confidence,False,Ollama,1.0,False,False,exact
config_B,091,Platform Event Variation 1,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_B,092,Platform Event Variation 2,abstain_request_next_check,abstain_request_next_check,True,Ollama,1.0,False,False,exact
config_B,093,Platform Event Variation 3,abstain_request_next_check,abstain_request_next_check,True,Ollama,1.0,False,False,exact
config_B,094,Platform Event Variation 4,abstain_request_next_check,abstain_request_next_check,True,Ollama,1.0,False,False,exact
config_B,095,Platform Event Variation 5,abstain_request_next_check,abstain_request_next_check,True,Ollama,1.0,False,False,exact
config_B,096,Novel: Memory High + Disk IO + App Unhealthy + Agent Healthy,diagnose_low_confidence,diagnose_low_confidence,True,Ollama,1.0,True,False,exact
config_B,097,Novel: Agent NotReporting + Monitor Failed + App Degraded,diagnose_low_confidence,diagnose_low_confidence,True,Ollama,0.85,True,False,exact
config_B,098,Novel: SSL Expired + Backup Failed + High Disk,diagnose_low_confidence,diagnose_low_confidence,True,Ollama,1.0,True,False,exact
config_B,099,Novel: Boot Stuck + Agent Degraded + Network Timeout,diagnose,diagnose_low_confidence,False,Ollama,0.7,True,False,exact
config_B,100,Novel: Intermittent Heartbeat + High Memory + NSG Inconclusive,diagnose_low_confidence,diagnose,False,Ollama,0.7,True,False,none
