config,case_id,case_name,expected,actual,correct,provider,confidence,is_novel,is_healthy,pattern_hint,completeness,conflicts
config_A,075,NSG Blocks SSH Variation 5,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,076,SSL Expiry 0 Days Remaining,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,077,SSL Expiry 1 Days Remaining,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,078,SSL Expiry 3 Days Remaining,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,079,SSL Expiry 7 Days Remaining,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,080,SSL Expiry 14 Days Remaining,diagnose,diagnose_low_confidence,False,rule_engine,1.0,False,False,exact,100.0,none
config_A,081,Backup Failure Variation 1,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,082,Backup Failure Variation 2,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,083,Backup Failure Variation 3,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,084,Backup Failure Variation 4,diagnose,diagnose,True,rule_engine,0.98,False,False,exact,95.0,none
config_A,085,Backup Failure Variation 5,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,086,Multi-Signal: High CPU + Disk Full,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,087,Multi-Signal: Memory Exhaustion + Disk IO Saturation,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,088,Multi-Signal: High CPU + Agent Degraded + App Unhealthy,diagnose,diagnose,True,rule_engine,0.7,False,False,none,100.0,none
config_A,089,Multi-Signal: Disk Full + Backup Failed + Monitor Degraded,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,090,Multi-Signal: Memory + CPU + SSL Expiring,diagnose,diagnose,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,091,Platform Event Variation 1,abstain_request_next_check,abstain_request_next_check,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,092,Platform Event Variation 2,abstain_request_next_check,abstain_request_next_check,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,093,Platform Event Variation 3,abstain_request_next_check,abstain_request_next_check,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,094,Platform Event Variation 4,abstain_request_next_check,abstain_request_next_check,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,095,Platform Event Variation 5,abstain_request_next_check,abstain_request_next_check,True,rule_engine,1.0,False,False,exact,100.0,none
config_A,096,Novel: Memory High + Disk IO + App Unhealthy + Agent Healthy,diagnose_low_confidence,diagnose,False,rule_engine,1.0,True,False,exact,100.0,none
config_A,097,Novel: Agent NotReporting + Monitor Failed + App Degraded,diagnose_low_confidence,diagnose,False,rule_engine,0.85,True,False,exact,100.0,minor
config_A,098,Novel: SSL Expired + Backup Failed + High Disk,diagnose_low_confidence,diagnose,False,rule_engine,1.0,True,False,exact,100.0,none
config_A,099,Novel: Boot Stuck + Agent Degraded + Network Timeout,diagnose,diagnose,True,rule_engine,0.7,True,False,exact,100.0,major
config_A,100,Novel: Intermittent Heartbeat + High Memory + NSG Inconclusive,diagnose_low_confidence,diagnose,False,rule_engine,0.7,True,False,none,100.0,none
