config,case_id,case_name,expected,actual,correct,provider,confidence,is_novel,is_healthy,pattern_hint
config_C,086,Multi-Signal: High CPU + Disk Full,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_C,087,Multi-Signal: Memory Exhaustion + Disk IO Saturation,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_C,088,Multi-Signal: High CPU + Agent Degraded + App Unhealthy,diagnose,diagnose,True,Groq,0.7,False,False,none
config_C,089,Multi-Signal: Disk Full + Backup Failed + Monitor Degraded,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_C,090,Multi-Signal: Memory + CPU + SSL Expiring,diagnose,diagnose,True,Groq,1.0,False,False,exact
config_C,091,Platform Event Variation 1,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_C,092,Platform Event Variation 2,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_C,093,Platform Event Variation 3,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_C,094,Platform Event Variation 4,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_C,095,Platform Event Variation 5,abstain_request_next_check,abstain_request_next_check,True,Groq,1.0,False,False,exact
config_C,096,Novel: Memory High + Disk IO + App Unhealthy + Agent Healthy,diagnose_low_confidence,diagnose,False,Groq,1.0,True,False,exact
config_C,097,Novel: Agent NotReporting + Monitor Failed + App Degraded,diagnose_low_confidence,diagnose,False,Groq,0.85,True,False,exact
config_C,098,Novel: SSL Expired + Backup Failed + High Disk,diagnose_low_confidence,diagnose,False,Groq,1.0,True,False,exact
config_C,099,Novel: Boot Stuck + Agent Degraded + Network Timeout,diagnose,diagnose,True,Groq,0.7,True,False,exact
config_C,100,Novel: Intermittent Heartbeat + High Memory + NSG Inconclusive,diagnose_low_confidence,diagnose,False,Groq,0.7,True,False,none
